Feature transformada;Coeficiente;Exp(Coeficiente);Magnitude
cat__Problema_Serviço não realizado no prazo ou incompleto;-0.012375361956845318;0.9877008979295504;0.012375361956845318
cat__Cidade_Caldas Novas;0.01217950493099413;1.0122539771389343;0.01217950493099413
cat__Cidade_Cuiabá;-0.011850965615357839;0.9882189804953372;0.011850965615357839
cat__Faixa Etária_entre 41 a 50 anos;-0.010972149608195782;0.9890878248752336;0.010972149608195782
cat__Cidade_Fortaleza;-0.0103633025502094;0.9896902114495374;0.0103633025502094
cat__Área_Demais Serviços ;0.010096687480100591;1.010147831010962;0.010096687480100591
cat__Assunto_Programas de Fidelidade / Benefícios (pontos, milhagem etc);0.010096687480100591;1.010147831010962;0.010096687480100591
cat__Assunto_Cartão de Programas Sociais;0.007832173116214904;1.0078629248158606;0.007832173116214904
cat__Cidade_Santa Maria;-0.007731830370372189;0.9922979833423932;0.007731830370372189
cat__Região_S ;0.006606221342836347;1.0066280905541451;0.006606221342836347
cat__Cidade_Belém;0.006181138865141529;1.0062002815247981;0.006181138865141529
cat__Cidade_Parnamirim;-0.006098931228992667;0.99391962949937;0.006098931228992667
cat__Cidade_Embu das Artes;0.005897567304641028;1.0059149921926724;0.005897567304641028
cat__Cidade_Barueri;-0.00573290867830192;0.9942834930844174;0.00573290867830192
cat__Como Comprou Contratou_Loja física;0.005357740897964373;1.0053721192587708;0.005357740897964373
cat__UF_BA;-0.005310588881692499;0.9947034873666966;0.005310588881692499
cat__Problema_Reajuste - Discordância / dúvida;0.0031784283622782986;1.00318348492159;0.0031784283622782986
cat__Cidade_Belford Roxo;-0.0031505712779823698;0.9968543865636619;0.0031505712779823698
cat__Cidade_São Vicente;-0.0021322920975941346;0.997869979622257;0.0021322920975941346
cat__Cidade_Santo André;-0.0019971511090925583;0.9980048418702027;0.0019971511090925583
cat__Assunto_Consórcios (exceto imóveis);-0.0014088825120083007;0.9985921094970286;0.0014088825120083007
cat__Problema_SAC - Dificuldade de contato / acesso;-0.0011541702688902518;0.9988464955294417;0.0011541702688902518
cat__Cidade_Canoas;-0.0009513048329831821;0.9990491475140081;0.0009513048329831821
cat__Cidade_Piripiri;0.0008007173034212417;1.0008010379631014;0.0008007173034212417
cat__Cidade_Porto Alegre;0.0007628483678609475;1.0007631394106795;0.0007628483678609475
cat__Assunto_Serviço de pagamento online/ via celular/ maquininha;-0.0004489007295994348;0.9995512000112583;0.0004489007295994348
cat__UF_DF;0.00044111549544180147;1.000441212801189;0.00044111549544180147
cat__Cidade_Brasília;0.00044111549544180147;1.000441212801189;0.00044111549544180147
cat__Cidade_Macaé;6.0862997179530044e-05;1.0000608648493694;6.0862997179530044e-05
